Education,Marital_Status,Income,Days_Since_Enrolled,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,HasKid,HasTeen,Age
Master,Married,36550.0,2860,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,0,CA,1,0,42
Bachelor,Married,75027.0,2901,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,SA,0,1,67
PhD,Single,63159.0,2966,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,SP,0,0,46
Master,Married,54108.0,2966,74,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,0,CA,1,1,47
Bachelor,Married,81795.0,2976,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,SP,0,0,68
Bachelor,Married,59594.0,2982,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,SP,0,1,55
Master,Together,18492.0,2389,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,SP,1,0,38
Bachelor,Single,94472.0,2452,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,0,SP,0,1,62
Bachelor,Single,70337.0,2543,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,US,0,0,41
Bachelor,Single,34853.0,2553,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,DE,1,1,47
PhD,Single,16269.0,2668,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,SP,1,0,36
Bachelor,Together,50272.0,2691,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,AU,1,0,38
Bachelor,Single,22804.0,2698,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,SA,1,0,49
Bachelor,Single,22804.0,2698,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,SP,1,0,49
Bachelor,Married,30631.0,2717,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,SA,1,0,46
PhD,Single,78420.0,2730,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,SA,0,0,54
Bachelor,Single,81741.0,2743,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,SP,0,0,40
Bachelor,Married,25721.0,2769,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,1,0,AU,1,0,49
Bachelor,Single,31907.0,2847,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,DE,0,0,48
Bachelor,Divorced,37859.0,2898,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,CA,1,1,58
Bachelor,Together,30261.0,3007,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,SP,1,1,48
Bachelor,Together,21645.0,3029,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,1,0,DE,1,0,41
Master,Divorced,21282.0,2414,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,SP,1,0,42
Bachelor,Together,32144.0,2463,76,41,0,10,0,0,3,4,2,1,3,7,0,1,0,0,0,0,0,IN,1,1,66
Master,Divorced,62637.0,2485,76,104,12,48,4,12,5,1,2,2,5,2,0,0,0,0,0,0,0,CA,0,1,66
Bachelor,Together,16626.0,2530,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,SA,1,0,49
Master,Married,54690.0,2599,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,SP,1,1,49
Master,Married,54690.0,2599,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,SP,1,1,49
PhD,Single,61284.0,2625,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,SP,0,0,65
Master,Married,23718.0,2665,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,AU,1,0,44
PhD,Single,33419.0,2681,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,SP,0,1,58
Bachelor,Divorced,82025.0,2762,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,1,0,SA,0,0,37
Basic,Single,15056.0,2787,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,SP,1,1,62
Bachelor,Married,48192.0,2814,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,1,0,CA,0,0,62
Master,Together,67309.0,2887,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,SP,1,1,53
Bachelor,Widow,66033.0,2890,76,293,35,179,46,59,65,2,8,3,7,7,0,0,0,0,0,0,0,IN,0,1,63
Bachelor,Single,28769.0,2923,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,SP,1,0,43
PhD,Together,6835.0,2933,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,CA,0,1,63
Bachelor,Married,32880.0,2937,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,SP,1,0,34
Master,Single,23616.0,2954,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,1,0,SP,1,0,38
Bachelor,Married,19419.0,2961,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,IN,1,0,39
Bachelor,Married,34961.0,2375,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,0,SP,1,0,47
Bachelor,Divorced,64892.0,2396,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,0,SA,0,1,44
Master,Married,16248.0,2415,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,IN,1,0,32
Bachelor,Together,43776.0,2422,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,SP,1,0,37
Bachelor,Single,52074.0,2451,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,IN,0,1,53
Basic,Widow,22123.0,2459,77,3,3,24,34,7,31,1,2,1,3,5,0,0,0,0,0,0,0,AU,0,0,60
Master,Single,35544.0,2478,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,0,SA,1,0,42
Master,Married,59060.0,2534,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,SP,1,0,31
Bachelor,Married,65665.0,2574,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,SP,0,1,44
Bachelor,Divorced,29819.0,2613,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,SP,1,0,49
Bachelor,Single,81217.0,2710,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,SP,0,0,31
Bachelor,Single,81217.0,2710,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,SP,0,0,31
Bachelor,Single,26095.0,2729,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,SP,1,0,30
Master,Divorced,65706.0,2731,77,918,10,129,13,0,129,1,11,3,12,7,0,1,1,0,1,1,0,CA,0,0,50
Bachelor,Divorced,31859.0,2745,77,3,1,3,8,0,5,1,1,0,2,7,0,0,0,0,0,0,0,SA,1,0,44
PhD,Married,93027.0,2807,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,SP,0,0,79
Bachelor,Divorced,58710.0,2820,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,AU,0,1,50
Master,Together,49618.0,2884,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,SP,1,1,54
Master,Single,58308.0,2898,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,SP,0,1,56
Bachelor,Married,40800.0,2909,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,0,1,SP,1,1,56
Bachelor,Married,18690.0,2913,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,SP,0,0,61
Bachelor,Married,18690.0,2913,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,DE,0,0,61
Bachelor,Married,18690.0,2913,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,SP,0,0,61
Bachelor,Together,28087.0,2930,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0,0,IN,1,1,62
Bachelor,Together,75702.0,3034,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,SA,1,1,53
PhD,Together,32892.0,2400,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,SA,1,0,49
PhD,Together,32892.0,2400,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,SP,1,0,49
Master,Together,89120.0,2469,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,SP,0,0,61
Bachelor,Married,27116.0,2484,78,12,1,21,2,2,3,2,2,0,3,7,0,0,0,0,0,0,0,SA,1,1,59
Bachelor,Single,46107.0,2504,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,SA,1,0,31
PhD,Single,54466.0,2505,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,SP,1,1,47
Bachelor,Single,59686.0,2520,78,89,15,89,34,42,5,1,4,1,6,4,0,0,0,0,0,0,0,CA,0,1,55
Bachelor,Divorced,82460.0,2574,78,255,47,573,52,32,15,1,5,3,6,1,0,0,0,0,0,0,0,SA,0,0,70
PhD,Single,76045.0,2591,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,SP,0,0,60
Bachelor,Divorced,83829.0,2629,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1,0,SP,0,0,45
Bachelor,Divorced,83829.0,2629,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1,0,SP,0,0,45
Master,Together,32889.0,2661,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,SP,1,1,52
Master,Divorced,33462.0,2691,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,0,SA,1,0,41
Bachelor,Divorced,36627.0,2706,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,SA,1,0,45
Bachelor,Married,28718.0,2716,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,IN,1,0,38
Bachelor,Married,77981.0,2764,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,SP,1,0,48
Bachelor,Single,60230.0,2770,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,SP,0,1,64
Bachelor,Together,74918.0,2839,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,SP,0,0,51
Bachelor,Single,40464.0,2899,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,SP,0,1,67
Master,Single,64857.0,2948,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,SP,0,0,64
Master,Single,64857.0,2948,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,CA,0,0,64
Bachelor,Together,63381.0,2997,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,SP,0,1,60
Bachelor,Together,63381.0,2997,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,SP,0,1,60
Master,Together,66664.0,3007,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,SP,0,0,38
Master,Together,66664.0,3007,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,SA,0,0,38
Bachelor,Single,86358.0,3055,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,SP,1,1,54
Bachelor,Married,41443.0,2454,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,SA,1,0,43
PhD,Married,57072.0,2521,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,0,CA,0,1,59
Bachelor,Together,54178.0,2524,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,DE,0,1,53
PhD,Single,48767.0,2544,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,AU,1,1,70
Master,Single,51124.0,2558,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,CA,1,1,65
Bachelor,Single,43020.0,2576,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0,US,1,0,50
Bachelor,Single,49980.0,2614,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,IN,0,1,57
Bachelor,Single,72906.0,2650,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,SP,0,0,65
Master,Together,25176.0,2688,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,DE,1,1,44
Bachelor,Together,96876.0,2692,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,1,0,SP,0,0,43
Master,Married,31086.0,2786,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,DE,1,1,41
Bachelor,Single,24072.0,2804,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,SP,1,0,37
Bachelor,Divorced,76773.0,2854,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,SP,0,0,66
Bachelor,Married,72190.0,2866,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,AU,0,0,55
PhD,Married,83837.0,2925,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,1,0,IN,0,0,72
Bachelor,Married,17345.0,2968,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0,SP,1,0,42
Master,Single,75154.0,3028,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,1,0,US,0,1,62
Basic,Married,28249.0,2379,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,IN,0,0,59
Basic,Married,28249.0,2379,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,SP,0,0,59
Master,Married,69661.0,2412,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,IN,0,0,40
PhD,Together,27922.0,2415,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,SA,1,0,41
Master,Together,45903.0,2432,80,33,8,10,2,10,3,2,2,1,3,4,0,0,0,0,0,0,0,SA,0,1,54
Master,Single,36273.0,2439,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,SP,1,0,43
Master,Married,70777.0,2489,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,SP,0,1,52
Bachelor,Married,17148.0,2517,80,9,9,11,13,10,16,4,3,1,3,8,0,0,0,0,0,0,0,CA,1,0,44
Master,Together,66476.0,2572,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,0,DE,0,1,51
Master,Married,45057.0,2575,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0,US,1,0,41
Bachelor,Married,41120.0,2600,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,SP,1,1,52
Master,Single,19485.0,2643,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,IN,1,0,34
PhD,Together,21840.0,2708,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,SP,1,0,37
Master,Single,41473.0,2740,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,SP,1,0,35
Master,Divorced,31395.0,2828,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,SP,1,1,64
PhD,Widow,68117.0,2841,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,1,0,SP,0,1,73
Master,Widow,47682.0,2864,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,SP,0,1,45
Master,Married,83151.0,2869,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,1,0,SP,0,0,48
PhD,Divorced,58086.0,2890,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,SP,0,1,51
PhD,Together,84460.0,2906,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,1,0,SP,0,0,62
Bachelor,Single,66565.0,2936,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,SP,0,1,58
Bachelor,Divorced,23910.0,2976,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,SP,1,0,51
Bachelor,Single,35893.0,2987,80,158,0,23,0,0,18,6,3,1,5,8,0,0,0,0,0,0,0,IN,1,1,52
Bachelor,Divorced,71128.0,2996,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,US,1,0,47
Master,Together,38683.0,2998,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,IN,1,0,31
Bachelor,Married,37150.0,3021,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0,US,1,0,49
Bachelor,Married,61064.0,3032,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,SP,0,1,44
PhD,Married,51650.0,2414,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,IN,0,1,44
Master,Together,55249.0,2438,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,SP,0,1,64
PhD,Single,46854.0,2455,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,1,0,IN,1,1,47
Basic,Married,14421.0,2497,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,SP,0,0,24
PhD,Together,54132.0,2498,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,DE,0,1,51
Bachelor,Divorced,153924.0,2507,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,SP,0,0,45
Bachelor,Married,64813.0,2543,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,SP,1,0,42
Master,Married,61872.0,2563,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,CA,0,1,50
Bachelor,Married,58025.0,2580,81,270,31,88,11,48,22,3,3,2,10,4,0,0,0,0,0,0,0,IN,0,1,41
Master,Married,83790.0,2591,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,SA,0,0,72
Bachelor,Together,34350.0,2618,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0,AU,1,0,41
PhD,Widow,33438.0,2645,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,SP,1,1,62
Master,Married,21955.0,2660,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,SP,1,0,34
PhD,Married,60491.0,2661,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,SP,0,1,49
PhD,Married,59304.0,2700,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,SP,0,1,56
Bachelor,Married,34421.0,2728,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,SP,1,0,46
Bachelor,Married,34421.0,2728,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,SA,1,0,46
PhD,Single,51411.0,2764,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,IN,1,1,67
Bachelor,Divorced,71964.0,2770,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,SP,0,0,62
PhD,Together,64504.0,2847,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,1,0,SP,1,1,67
Bachelor,Married,49678.0,2877,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,SP,0,1,59
Master,Single,60482.0,2887,81,255,43,134,37,14,24,1,7,2,7,7,0,0,0,0,0,0,0,SA,0,1,44
PhD,Single,55260.0,2929,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,SA,0,1,48
Master,Widow,67369.0,2954,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,1,0,SP,0,1,51
Master,Together,47175.0,2974,81,167,2,44,6,2,19,7,4,2,4,8,1,0,0,0,0,1,0,SA,1,1,58
Bachelor,Divorced,68743.0,3033,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,US,0,0,53
PhD,Together,56937.0,3059,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,1,0,SP,1,0,39
Bachelor,Together,83033.0,2407,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,SA,1,0,34
Bachelor,Single,37697.0,2507,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,IN,1,0,44
Bachelor,Single,37697.0,2507,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,SP,1,0,44
Bachelor,Married,44689.0,2535,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,SP,1,1,69
Master,Married,23162.0,2555,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,CA,1,1,50
Bachelor,Divorced,63033.0,2591,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,0,US,0,0,61
PhD,Single,40304.0,2637,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,CA,1,0,53
Bachelor,Married,40059.0,2639,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0,US,1,0,36
Bachelor,Married,80067.0,2648,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,IN,0,0,66
PhD,Single,36038.0,2759,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,SP,1,0,39
Bachelor,Together,40521.0,2815,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,SP,1,1,52
PhD,Married,66334.0,2817,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,1,0,SP,0,1,64
Bachelor,Single,11012.0,2835,82,24,3,26,7,1,23,3,3,1,2,9,1,0,0,0,0,0,0,IN,1,0,36
Bachelor,Divorced,31615.0,2835,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,SP,1,0,44
PhD,Married,69098.0,2863,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,SP,0,0,71
Bachelor,Widow,70792.0,2873,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,SP,0,0,69
Bachelor,Married,17688.0,2897,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,0,1,SP,1,0,41
Basic,Married,25443.0,2919,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,SA,1,0,31
PhD,Married,57091.0,2948,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,1,0,SP,0,1,48
Master,Single,24336.0,3036,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,SP,1,0,39
Master,Married,51111.0,2375,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,SA,1,1,39
Bachelor,Single,44503.0,2439,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,SP,1,1,48
Master,Married,56850.0,2463,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,CA,0,1,49
PhD,Single,66582.0,2483,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,SP,0,0,51
Master,Married,23148.0,2496,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,SP,0,0,35
Bachelor,Married,82224.0,2520,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,DE,0,0,56
PhD,Married,61917.0,2586,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,SP,1,1,46
Bachelor,Together,43482.0,2593,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,IN,1,1,54
Bachelor,Divorced,68274.0,2637,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,SA,1,1,41
Bachelor,Single,42373.0,2683,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,SP,1,1,46
Bachelor,Single,57537.0,2749,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,AU,1,0,41
PhD,Widow,80995.0,2779,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,CA,0,1,62
Bachelor,Divorced,30992.0,2798,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,CA,1,0,44
Bachelor,Divorced,30992.0,2798,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,CA,1,0,44
PhD,Together,78642.0,2799,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,SP,0,1,49
Bachelor,Married,74268.0,2865,83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,0,0,SA,0,0,65
Bachelor,Together,75072.0,2887,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,SP,0,1,58
Bachelor,Together,56253.0,2934,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,SP,0,1,57
Bachelor,Together,59925.0,2941,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,SP,0,1,65
Bachelor,Together,62807.0,3032,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,SP,0,1,60
Bachelor,Together,62807.0,3032,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,CA,0,1,60
PhD,Married,23626.0,2401,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,DE,1,0,50
Master,Together,46106.0,2414,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,SA,1,1,44
Bachelor,Married,81168.0,2418,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,SP,0,0,55
Bachelor,Married,27244.0,2479,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,SP,1,0,41
Bachelor,Together,26091.0,2489,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,IN,1,1,63
Bachelor,Together,26091.0,2489,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,SP,1,1,63
Master,Married,43142.0,2496,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,AU,1,1,51
Bachelor,Together,38232.0,2528,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,SP,1,1,49
Bachelor,Married,92533.0,2557,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,DE,0,0,35
Bachelor,Widow,63285.0,2601,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,SP,0,0,75
Bachelor,Together,38946.0,2613,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,US,0,1,65
Bachelor,Together,38946.0,2613,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,CA,0,1,65
PhD,Married,40233.0,2623,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,SA,0,1,45
Master,Married,46831.0,2751,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,SP,1,1,51
